installation_step,bar_index,entity_id,guid,name,tag,length_mm,radius_mm,entry_direction,forced_core_resolution
147,3304,390114,0uegOgAsjDrBLfn4efvx1Z,吊点加强钢筋_B2:吊点加强钢筋_B2:710220,710220,1107.77802,6.00000,0.00000000;0.00000000;-1.00000000,0
148,3384,391026,0uegOgAsjDrBLfn4efvx3E,吊点加强钢筋_B2:吊点加强钢筋_B2:710369,710369,1107.77802,6.00000,0.00000000;0.00000000;-1.00000000,0
149,3296,390026,0uegOgAsjDrBLfn4efvx0J,吊点加强钢筋_B2:吊点加强钢筋_B2:710204,710204,1107.77802,6.00000,0.00000000;0.00000000;-1.00000000,0
150,3376,390938,0uegOgAsjDrBLfn4efvx3t,吊点加强钢筋_B2:吊点加强钢筋_B2:710360,710360,1107.77802,6.00000,0.00000000;0.00000000;-1.00000000,0
151,3307,390147,0uegOgAsjDrBLfn4efvx1z,吊点加强钢筋_B2:吊点加强钢筋_B2:710226,710226,1107.77802,6.00000,0.00000000;0.00000000;-1.00000000,0
152,3387,391059,0uegOgAsjDrBLfn4efvx38,吊点加强钢筋_B2:吊点加强钢筋_B2:710375,710375,1107.77802,6.00000,0.00000000;0.00000000;-1.00000000,0
153,3192,383894,0q9FEr7U5Cx8pyPBA_Xkf9,主梁钢筋_N35:主梁钢筋_N35:695709,695709,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
154,3194,383918,0q9FEr7U5Cx8pyPBA_XkfB,主梁钢筋_N35:主梁钢筋_N35:695711,695711,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
155,3200,383990,0q9FEr7U5Cx8pyPBA_Xkfy,主梁钢筋_N35:主梁钢筋_N35:695720,695720,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
156,3202,384014,0q9FEr7U5Cx8pyPBA_Xkf_,主梁钢筋_N35:主梁钢筋_N35:695722,695722,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
157,3208,384086,0q9FEr7U5Cx8pyPBA_Xkfc,主梁钢筋_N35:主梁钢筋_N35:695730,695730,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
158,3210,384110,0q9FEr7U5Cx8pyPBA_XkfW,主梁钢筋_N35:主梁钢筋_N35:695732,695732,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
159,3216,384182,0q9FEr7U5Cx8pyPBA_Xkfe,主梁钢筋_N35:主梁钢筋_N35:695740,695740,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
160,3218,384206,0q9FEr7U5Cx8pyPBA_Xkfg,主梁钢筋_N35:主梁钢筋_N35:695742,695742,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
161,3224,384278,0q9FEr7U5Cx8pyPBA_XkeI,主梁钢筋_N35:主梁钢筋_N35:695750,695750,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
162,3226,384302,0q9FEr7U5Cx8pyPBA_XkeS,主梁钢筋_N35:主梁钢筋_N35:695752,695752,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
163,3232,384374,0q9FEr7U5Cx8pyPBA_Xke4,主梁钢筋_N35:主梁钢筋_N35:695760,695760,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
164,3234,384398,0q9FEr7U5Cx8pyPBA_Xke6,主梁钢筋_N35:主梁钢筋_N35:695762,695762,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
165,3240,384470,0q9FEr7U5Cx8pyPBA_XkeE,主梁钢筋_N35:主梁钢筋_N35:695770,695770,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
166,3242,384494,0q9FEr7U5Cx8pyPBA_Xke8,主梁钢筋_N35:主梁钢筋_N35:695772,695772,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
167,3248,384566,0q9FEr7U5Cx8pyPBA_Xkem,主梁钢筋_N35:主梁钢筋_N35:695780,695780,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
168,3250,384590,0q9FEr7U5Cx8pyPBA_Xkeo,主梁钢筋_N35:主梁钢筋_N35:695782,695782,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
169,3193,383906,0q9FEr7U5Cx8pyPBA_XkfA,主梁钢筋_N35:主梁钢筋_N35:695710,695710,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
170,3201,384002,0q9FEr7U5Cx8pyPBA_Xkfz,主梁钢筋_N35:主梁钢筋_N35:695721,695721,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
171,3209,384098,0q9FEr7U5Cx8pyPBA_Xkfd,主梁钢筋_N35:主梁钢筋_N35:695731,695731,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
172,3217,384194,0q9FEr7U5Cx8pyPBA_Xkff,主梁钢筋_N35:主梁钢筋_N35:695741,695741,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
173,3225,384290,0q9FEr7U5Cx8pyPBA_XkeJ,主梁钢筋_N35:主梁钢筋_N35:695751,695751,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
174,3233,384386,0q9FEr7U5Cx8pyPBA_Xke5,主梁钢筋_N35:主梁钢筋_N35:695761,695761,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
175,3241,384482,0q9FEr7U5Cx8pyPBA_XkeF,主梁钢筋_N35:主梁钢筋_N35:695771,695771,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
176,3249,384578,0q9FEr7U5Cx8pyPBA_Xken,主梁钢筋_N35:主梁钢筋_N35:695781,695781,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
177,3195,383930,0q9FEr7U5Cx8pyPBA_Xkfq,主梁钢筋_N35:主梁钢筋_N35:695712,695712,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
178,3203,384026,0q9FEr7U5Cx8pyPBA_Xkf$,主梁钢筋_N35:主梁钢筋_N35:695723,695723,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
179,3211,384122,0q9FEr7U5Cx8pyPBA_XkfX,主梁钢筋_N35:主梁钢筋_N35:695733,695733,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
180,3219,384218,0q9FEr7U5Cx8pyPBA_Xkfh,主梁钢筋_N35:主梁钢筋_N35:695743,695743,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
181,3227,384314,0q9FEr7U5Cx8pyPBA_XkeT,主梁钢筋_N35:主梁钢筋_N35:695753,695753,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
182,3235,384410,0q9FEr7U5Cx8pyPBA_Xke7,主梁钢筋_N35:主梁钢筋_N35:695763,695763,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
183,3243,384506,0q9FEr7U5Cx8pyPBA_Xke9,主梁钢筋_N35:主梁钢筋_N35:695773,695773,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
184,3251,384602,0q9FEr7U5Cx8pyPBA_Xkep,主梁钢筋_N35:主梁钢筋_N35:695783,695783,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
185,3187,383834,0q9FEr7U5Cx8pyPBA_XkfG,主梁钢筋_N35:主梁钢筋_N35:695684,695684,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
186,3179,383738,0q9FEr7U5Cx8pyPBA_Xkgw,主梁钢筋_N35:主梁钢筋_N35:695662,695662,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
187,3171,383642,0q9FEr7U5Cx8pyPBA_XkgE,主梁钢筋_N35:主梁钢筋_N35:695642,695642,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
188,3163,383546,0q9FEr7U5Cx8pyPBA_XkgS,主梁钢筋_N35:主梁钢筋_N35:695624,695624,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
189,3155,383450,0q9FEr7U5Cx8pyPBA_Xkhc,主梁钢筋_N35:主梁钢筋_N35:695602,695602,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
190,3147,383354,0q9FEr7U5Cx8pyPBA_Xkh1,主梁钢筋_N35:主梁钢筋_N35:695573,695573,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
191,3139,383258,0q9FEr7U5Cx8pyPBA_XkhG,主梁钢筋_N35:主梁钢筋_N35:695556,695556,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
192,3131,383162,0q9FEr7U5Cx8pyPBA_Xkl8,主梁钢筋_N35:主梁钢筋_N35:695324,695324,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
193,3185,383810,0q9FEr7U5Cx8pyPBA_XkfM,主梁钢筋_N35:主梁钢筋_N35:695682,695682,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
194,3177,383714,0q9FEr7U5Cx8pyPBA_Xkgu,主梁钢筋_N35:主梁钢筋_N35:695660,695660,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
195,3169,383618,0q9FEr7U5Cx8pyPBA_XkgC,主梁钢筋_N35:主梁钢筋_N35:695640,695640,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
196,3161,383522,0q9FEr7U5Cx8pyPBA_XkgI,主梁钢筋_N35:主梁钢筋_N35:695622,695622,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
197,3153,383426,0q9FEr7U5Cx8pyPBA_Xkha,主梁钢筋_N35:主梁钢筋_N35:695600,695600,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
198,3145,383330,0q9FEr7U5Cx8pyPBA_Xkh7,主梁钢筋_N35:主梁钢筋_N35:695571,695571,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
199,3137,383234,0q9FEr7U5Cx8pyPBA_XkhM,主梁钢筋_N35:主梁钢筋_N35:695554,695554,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
200,3129,381816,0q9FEr7U5Cx8pyPBA_Xkq1,主梁钢筋_N35:主梁钢筋_N35:694997,694997,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
201,3186,383822,0q9FEr7U5Cx8pyPBA_XkfN,主梁钢筋_N35:主梁钢筋_N35:695683,695683,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
202,3184,383798,0q9FEr7U5Cx8pyPBA_XkfL,主梁钢筋_N35:主梁钢筋_N35:695681,695681,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
203,3178,383726,0q9FEr7U5Cx8pyPBA_Xkgv,主梁钢筋_N35:主梁钢筋_N35:695661,695661,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
204,3176,383702,0q9FEr7U5Cx8pyPBA_Xkg$,主梁钢筋_N35:主梁钢筋_N35:695659,695659,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
205,3170,383630,0q9FEr7U5Cx8pyPBA_XkgD,主梁钢筋_N35:主梁钢筋_N35:695641,695641,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
206,3168,383606,0q9FEr7U5Cx8pyPBA_Xkg3,主梁钢筋_N35:主梁钢筋_N35:695639,695639,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
207,3162,383534,0q9FEr7U5Cx8pyPBA_XkgJ,主梁钢筋_N35:主梁钢筋_N35:695623,695623,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
208,3160,383510,0q9FEr7U5Cx8pyPBA_XkgH,主梁钢筋_N35:主梁钢筋_N35:695621,695621,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
209,3154,383438,0q9FEr7U5Cx8pyPBA_Xkhb,主梁钢筋_N35:主梁钢筋_N35:695601,695601,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
210,3152,383414,0q9FEr7U5Cx8pyPBA_Xkhx,主梁钢筋_N35:主梁钢筋_N35:695599,695599,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
211,3146,383342,0q9FEr7U5Cx8pyPBA_Xkh0,主梁钢筋_N35:主梁钢筋_N35:695572,695572,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
212,3144,383318,0q9FEr7U5Cx8pyPBA_Xkh6,主梁钢筋_N35:主梁钢筋_N35:695570,695570,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
213,3138,383246,0q9FEr7U5Cx8pyPBA_XkhN,主梁钢筋_N35:主梁钢筋_N35:695555,695555,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
214,3136,383222,0q9FEr7U5Cx8pyPBA_XkhL,主梁钢筋_N35:主梁钢筋_N35:695553,695553,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
215,3130,383150,0q9FEr7U5Cx8pyPBA_Xkmd,主梁钢筋_N35:主梁钢筋_N35:695283,695283,555.31798,6.00000,0.00000000;0.00000000;-1.00000000,0
216,3128,381803,0q9FEr7U5Cx8pyPBA_XkqG,主梁钢筋_N35:主梁钢筋_N35:694980,694980,555.31828,6.00000,0.00000000;0.00000000;-1.00000000,0
217,1864,234910,226IH29Rv9RAUPmQtypW5K,主梁钢筋_N10:主梁钢筋_N10:653143,653143,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
218,1877,235053,226IH29Rv9RAUPmQtypWuV,主梁钢筋_N10:主梁钢筋_N10:653340,653340,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
219,1951,246888,3DV3DpgWr5jemi28WiSOhy,主梁钢筋_N12a:主梁钢筋_N12a:670726,670726,28580.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
220,1946,246821,3DV3DpgWr5jemi28WiSOrk,主梁钢筋_N12a:主梁钢筋_N12a:670612,670612,28580.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
221,3423,391521,28bDEHmEj4Au0d6XGDElB1,封锚钢筋_M3:封锚钢筋_M3:715567,715567,224.00000,4.00000,0.00000000;0.00000000;-1.00000000,0
222,3419,391477,28bDEHmEj4Au0d6XGDElCn,封锚钢筋_M3:封锚钢筋_M3:715487,715487,224.00000,4.00000,0.00000000;0.00000000;-1.00000000,0
223,3421,391499,28bDEHmEj4Au0d6XGDElBY,封锚钢筋_M3:封锚钢筋_M3:715532,715532,224.00000,4.00000,0.00000000;0.00000000;-1.00000000,0
224,3417,391430,28bDEHmEj4Au0d6XGDElEg,封锚钢筋_M3:封锚钢筋_M3:715332,715332,224.00000,4.00000,0.00000000;0.00000000;-1.00000000,0
225,1865,234921,226IH29Rv9RAUPmQtypW5Y,主梁钢筋_N10:主梁钢筋_N10:653153,653153,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
226,1878,235064,226IH29Rv9RAUPmQtypWuT,主梁钢筋_N10:主梁钢筋_N10:653342,653342,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
227,1060,163382,0b6PArLq5FShymH3s4v2sU,主梁钢筋_N4a:主梁钢筋_N4a:630903,630903,2906.37826,9.00000,0.00000000;0.00000000;-1.00000000,0
228,1061,163394,0b6PArLq5FShymH3s4v2rc,主梁钢筋_N4a:主梁钢筋_N4a:630927,630927,2906.37826,9.00000,0.00000000;0.00000000;-1.00000000,0
229,1847,216376,3BIqEjFG12wOgqn$$HWN6L,主梁钢筋_N4a:主梁钢筋_N4a:640518,640518,2906.37826,9.00000,0.00000000;0.00000000;-1.00000000,0
230,1848,216387,3BIqEjFG12wOgqn$$HWN6R,主梁钢筋_N4a:主梁钢筋_N4a:640520,640520,2906.37826,9.00000,0.00000000;0.00000000;-1.00000000,0
231,1051,158487,0b6PArLq5FShymH3s4v2sZ,主梁钢筋_N3a:主梁钢筋_N3a:630858,630858,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
232,1052,158498,0b6PArLq5FShymH3s4v2sy,主梁钢筋_N3a:主梁钢筋_N3a:630869,630869,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
233,1053,158509,0b6PArLq5FShymH3s4v2sB,主梁钢筋_N3a:主梁钢筋_N3a:630882,630882,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
234,1055,161459,0b6PArLq5FShymH3s4v2s1,主梁钢筋_N3a:主梁钢筋_N3a:630888,630888,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
235,1056,161470,0b6PArLq5FShymH3s4v2s2,主梁钢筋_N3a:主梁钢筋_N3a:630891,630891,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
236,1057,161481,0b6PArLq5FShymH3s4v2s7,主梁钢筋_N3a:主梁钢筋_N3a:630894,630894,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
237,1058,161492,0b6PArLq5FShymH3s4v2sO,主梁钢筋_N3a:主梁钢筋_N3a:630897,630897,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
238,1059,161503,0b6PArLq5FShymH3s4v2sT,主梁钢筋_N3a:主梁钢筋_N3a:630900,630900,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
239,1799,213980,3BIqEjFG12wOgqn$$HWNDG,主梁钢筋_N3a:主梁钢筋_N3a:640195,640195,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
240,1800,213991,3BIqEjFG12wOgqn$$HWNDM,主梁钢筋_N3a:主梁钢筋_N3a:640197,640197,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
241,1801,214002,3BIqEjFG12wOgqn$$HWNDK,主梁钢筋_N3a:主梁钢筋_N3a:640199,640199,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
242,1802,214013,3BIqEjFG12wOgqn$$HWNDQ,主梁钢筋_N3a:主梁钢筋_N3a:640201,640201,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
243,1803,214024,3BIqEjFG12wOgqn$$HWNDO,主梁钢筋_N3a:主梁钢筋_N3a:640203,640203,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
244,1804,214035,3BIqEjFG12wOgqn$$HWNDU,主梁钢筋_N3a:主梁钢筋_N3a:640205,640205,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
245,1805,214046,3BIqEjFG12wOgqn$$HWNDS,主梁钢筋_N3a:主梁钢筋_N3a:640207,640207,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
246,1806,214057,3BIqEjFG12wOgqn$$HWND2,主梁钢筋_N3a:主梁钢筋_N3a:640209,640209,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
247,1866,234932,226IH29Rv9RAUPmQtypW5g,主梁钢筋_N10:主梁钢筋_N10:653161,653161,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
248,1879,235075,226IH29Rv9RAUPmQtypWuZ,主梁钢筋_N10:主梁钢筋_N10:653344,653344,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
249,1050,158476,0b6PArLq5FShymH3s4v2sk,主梁钢筋_N3a:主梁钢筋_N3a:630855,630855,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
250,1798,213969,3BIqEjFG12wOgqn$$HWNDI,主梁钢筋_N3a:主梁钢筋_N3a:640193,640193,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
251,1049,158465,0b6PArLq5FShymH3s4v2sj,主梁钢筋_N3a:主梁钢筋_N3a:630852,630852,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
252,1797,213958,3BIqEjFG12wOgqn$$HWNCi,主梁钢筋_N3a:主梁钢筋_N3a:640191,640191,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
253,1048,158454,0b6PArLq5FShymH3s4v2se,主梁钢筋_N3a:主梁钢筋_N3a:630849,630849,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
254,1796,213947,3BIqEjFG12wOgqn$$HWNCk,主梁钢筋_N3a:主梁钢筋_N3a:640189,640189,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
255,1950,246877,3DV3DpgWr5jemi28WiSOh_,主梁钢筋_N12a:主梁钢筋_N12a:670724,670724,28580.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
256,1945,246809,3DV3DpgWr5jemi28WiSOmM,主梁钢筋_N12a:主梁钢筋_N12a:670444,670444,28580.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
257,1867,234943,226IH29Rv9RAUPmQtypW5m,主梁钢筋_N10:主梁钢筋_N10:653171,653171,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
258,1880,235086,226IH29Rv9RAUPmQtypWuX,主梁钢筋_N10:主梁钢筋_N10:653346,653346,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
259,1047,158443,0b6PArLq5FShymH3s4v2tN,主梁钢筋_N3a:主梁钢筋_N3a:630846,630846,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
260,1795,213936,3BIqEjFG12wOgqn$$HWNCe,主梁钢筋_N3a:主梁钢筋_N3a:640187,640187,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
261,1046,158432,0b6PArLq5FShymH3s4v2tI,主梁钢筋_N3a:主梁钢筋_N3a:630843,630843,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
262,1794,213925,3BIqEjFG12wOgqn$$HWNCg,主梁钢筋_N3a:主梁钢筋_N3a:640185,640185,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
263,1868,234954,226IH29Rv9RAUPmQtypW5_,主梁钢筋_N10:主梁钢筋_N10:653181,653181,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
264,1881,235097,226IH29Rv9RAUPmQtypWud,主梁钢筋_N10:主梁钢筋_N10:653348,653348,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
265,1045,158421,0b6PArLq5FShymH3s4v2tH,主梁钢筋_N3a:主梁钢筋_N3a:630840,630840,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
266,1793,213914,3BIqEjFG12wOgqn$$HWNCa,主梁钢筋_N3a:主梁钢筋_N3a:640183,640183,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
267,1869,234965,226IH29Rv9RAUPmQtypW66,主梁钢筋_N10:主梁钢筋_N10:653189,653189,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
268,1882,235108,226IH29Rv9RAUPmQtypWub,主梁钢筋_N10:主梁钢筋_N10:653350,653350,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
269,1043,155500,0b6PArLq5FShymH3s4v2tR,主梁钢筋_N3a:主梁钢筋_N3a:630834,630834,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
270,1792,213903,3BIqEjFG12wOgqn$$HWNCc,主梁钢筋_N3a:主梁钢筋_N3a:640181,640181,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
271,1870,234976,226IH29Rv9RAUPmQtypW6C,主梁钢筋_N10:主梁钢筋_N10:653199,653199,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
272,1883,235119,226IH29Rv9RAUPmQtypWuh,主梁钢筋_N10:主梁钢筋_N10:653352,653352,32530.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
273,1042,155489,0b6PArLq5FShymH3s4v2t6,主梁钢筋_N3a:主梁钢筋_N3a:630831,630831,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
274,1791,213892,3BIqEjFG12wOgqn$$HWNCW,主梁钢筋_N3a:主梁钢筋_N3a:640179,640179,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
275,1041,155478,0b6PArLq5FShymH3s4v2t5,主梁钢筋_N3a:主梁钢筋_N3a:630828,630828,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
276,1790,213881,3BIqEjFG12wOgqn$$HWNCY,主梁钢筋_N3a:主梁钢筋_N3a:640177,640177,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
277,1040,155467,0b6PArLq5FShymH3s4v2t0,主梁钢筋_N3a:主梁钢筋_N3a:630825,630825,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
278,1789,213870,3BIqEjFG12wOgqn$$HWNCy,主梁钢筋_N3a:主梁钢筋_N3a:640175,640175,3829.90678,9.00000,0.00000000;0.00000000;-1.00000000,0
279,1944,246786,3DV3DpgWr5jemi28WiSOml,主梁钢筋_N12:主梁钢筋_N12:670421,670421,25000.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
280,1943,246775,3DV3DpgWr5jemi28WiSOmf,主梁钢筋_N12:主梁钢筋_N12:670419,670419,25000.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
281,1942,246764,3DV3DpgWr5jemi28WiSOmh,主梁钢筋_N12:主梁钢筋_N12:670417,670417,25000.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
282,1941,246753,3DV3DpgWr5jemi28WiSOmr,主梁钢筋_N12:主梁钢筋_N12:670415,670415,25000.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
283,1940,246742,3DV3DpgWr5jemi28WiSOmt,主梁钢筋_N12:主梁钢筋_N12:670413,670413,25000.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
284,1939,246731,3DV3DpgWr5jemi28WiSOmn,主梁钢筋_N12:主梁钢筋_N12:670411,670411,25000.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
285,1938,246720,3DV3DpgWr5jemi28WiSOmp,主梁钢筋_N12:主梁钢筋_N12:670409,670409,25000.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
286,1937,246709,3DV3DpgWr5jemi28WiSOmz,主梁钢筋_N12:主梁钢筋_N12:670407,670407,25000.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
287,1936,246698,3DV3DpgWr5jemi28WiSOm$,主梁钢筋_N12:主梁钢筋_N12:670405,670405,25000.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
288,893,148997,0b6PArLq5FShymH3s4v1ga,主梁钢筋_N12:主梁钢筋_N12:628557,628557,25000.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
289,1927,246587,3DV3DpgWr5jemi28WiSOoK,主梁钢筋_N12:主梁钢筋_N12:670318,670318,25000.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
290,1928,246598,3DV3DpgWr5jemi28WiSOo3,主梁钢筋_N12:主梁钢筋_N12:670329,670329,25000.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
291,1929,246609,3DV3DpgWr5jemi28WiSOo6,主梁钢筋_N12:主梁钢筋_N12:670332,670332,25000.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
292,1930,246620,3DV3DpgWr5jemi28WiSOo5,主梁钢筋_N12:主梁钢筋_N12:670335,670335,25000.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
293,1931,246631,3DV3DpgWr5jemi28WiSOnu,主梁钢筋_N12:主梁钢筋_N12:670338,670338,25000.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
294,1932,246642,3DV3DpgWr5jemi28WiSOn$,主梁钢筋_N12:主梁钢筋_N12:670341,670341,25000.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
295,1933,246653,3DV3DpgWr5jemi28WiSOno,主梁钢筋_N12:主梁钢筋_N12:670344,670344,25000.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
296,1934,246664,3DV3DpgWr5jemi28WiSOne,主梁钢筋_N12:主梁钢筋_N12:670354,670354,25000.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
297,1935,246675,3DV3DpgWr5jemi28WiSOnd,主梁钢筋_N12:主梁钢筋_N12:670365,670365,25000.00000,6.00000,0.00000000;0.00000000;-1.00000000,0
298,1062,163405,0b6PArLq5FShymH3s4v2r5,主梁钢筋_N4a:主梁钢筋_N4a:630956,630956,2906.37826,9.00000,0.00000000;0.00000000;-1.00000000,0
299,1063,163416,0b6PArLq5FShymH3s4v2r7,主梁钢筋_N4a:主梁钢筋_N4a:630958,630958,2906.37826,9.00000,0.00000000;0.00000000;-1.00000000,0
