time_s,installation_step,bar_index,phase,x_mm,y_mm,z_mm,qx,qy,qz,qw,gripper
184.286324,73,3280,preinsert,-15629.028167,-1023.445914,318.225808,0.707519626,-0.706693695,0.000000000,0.000000000,1
184.385257,73,3280,preinsert,-15629.028167,-1023.445914,208.081172,0.707519626,-0.706693695,0.000000000,0.000000000,1
184.484189,73,3280,preinsert,-15629.028167,-1023.445914,104.729661,0.707519626,-0.706693695,0.000000000,0.000000000,1
184.583121,73,3280,preinsert,-15629.028167,-1023.445914,14.312261,0.707519626,-0.706693695,0.000000000,0.000000000,1
184.682053,73,3280,preinsert,-15629.028167,-1023.445914,-58.334325,0.707519626,-0.706693695,0.000000000,0.000000000,1
184.780985,73,3280,preinsert,-15629.028167,-1023.445914,-110.329810,0.707519626,-0.706693695,0.000000000,0.000000000,1
184.879917,73,3280,preinsert,-15629.028167,-1023.445914,-141.402470,0.707519626,-0.706693695,0.000000000,0.000000000,1
184.978849,73,3280,preinsert,-15629.028167,-1023.445914,-154.541279,0.707519626,-0.706693695,0.000000000,0.000000000,1
185.077781,73,3280,insert,-15629.028167,-1023.445914,-156.648054,0.707519626,-0.706693695,0.000000000,0.000000000,1
185.161114,73,3280,insert,-15629.028167,-1023.445914,-171.128054,0.707519626,-0.706693695,0.000000000,0.000000000,1
185.244448,73,3280,insert,-15629.028167,-1023.445914,-236.008054,0.707519626,-0.706693695,0.000000000,0.000000000,1
185.327781,73,3280,insert,-15629.028167,-1023.445914,-327.288054,0.707519626,-0.706693695,0.000000000,0.000000000,1
185.411114,73,3280,insert,-15629.028167,-1023.445914,-392.168054,0.707519626,-0.706693695,0.000000000,0.000000000,1
185.494448,73,3280,release,-15629.028167,-1023.445914,-406.648054,0.707519626,-0.706693695,0.000000000,0.000000000,0
185.594448,73,3280,retreat,-15629.028167,-1023.445914,-406.648054,0.707519626,-0.706693695,0.000000000,0.000000000,0
185.694448,73,3280,retreat,-15629.028167,-1023.445914,-389.272054,0.707519626,-0.706693695,0.000000000,0.000000000,0
185.794448,73,3280,retreat,-15629.028167,-1023.445914,-311.416054,0.707519626,-0.706693695,0.000000000,0.000000000,0
185.894448,73,3280,retreat,-15629.028167,-1023.445914,-201.880054,0.707519626,-0.706693695,0.000000000,0.000000000,0
185.994448,73,3280,retreat,-15629.028167,-1023.445914,-124.024054,0.707519626,-0.706693695,0.000000000,0.000000000,0
186.094448,73,3280,retreat,-15629.028167,-1023.445914,-106.648054,0.707519626,-0.706693695,0.000000000,0.000000000,0
186.094448,74,3277,preinsert,-15470.940327,-1023.445765,793.099666,0.707112706,-0.707100856,0.000000000,0.000000000,1
186.193380,74,3277,preinsert,-15470.940327,-1023.445765,790.992892,0.707112706,-0.707100856,0.000000000,0.000000000,1
186.292312,74,3277,preinsert,-15470.940327,-1023.445765,777.854082,0.707112706,-0.707100856,0.000000000,0.000000000,1
186.391244,74,3277,preinsert,-15470.940327,-1023.445765,746.781422,0.707112706,-0.707100856,0.000000000,0.000000000,1
186.490176,74,3277,preinsert,-15470.940327,-1023.445765,694.785937,0.707112706,-0.707100856,0.000000000,0.000000000,1
186.589108,74,3277,preinsert,-15470.940327,-1023.445765,622.139352,0.707112706,-0.707100856,0.000000000,0.000000000,1
186.688040,74,3277,preinsert,-15470.940327,-1023.445765,531.721951,0.707112706,-0.707100856,0.000000000,0.000000000,1
186.786972,74,3277,preinsert,-15470.940327,-1023.445765,428.370441,0.707112706,-0.707100856,0.000000000,0.000000000,1
186.885904,74,3277,preinsert,-15470.940327,-1023.445765,318.225805,0.707112706,-0.707100856,0.000000000,0.000000000,1
186.984836,74,3277,preinsert,-15470.940327,-1023.445765,208.081169,0.707112706,-0.707100856,0.000000000,0.000000000,1
187.083768,74,3277,preinsert,-15470.940327,-1023.445765,104.729659,0.707112706,-0.707100856,0.000000000,0.000000000,1
187.182700,74,3277,preinsert,-15470.940327,-1023.445765,14.312258,0.707112706,-0.707100856,0.000000000,0.000000000,1
187.281632,74,3277,preinsert,-15470.940327,-1023.445765,-58.334327,0.707112706,-0.707100856,0.000000000,0.000000000,1
187.380564,74,3277,preinsert,-15470.940327,-1023.445765,-110.329812,0.707112706,-0.707100856,0.000000000,0.000000000,1
187.479496,74,3277,preinsert,-15470.940327,-1023.445765,-141.402472,0.707112706,-0.707100856,0.000000000,0.000000000,1
187.578428,74,3277,preinsert,-15470.940327,-1023.445765,-154.541282,0.707112706,-0.707100856,0.000000000,0.000000000,1
187.677360,74,3277,insert,-15470.940327,-1023.445765,-156.648056,0.707112706,-0.707100856,0.000000000,0.000000000,1
187.760694,74,3277,insert,-15470.940327,-1023.445765,-171.128056,0.707112706,-0.707100856,0.000000000,0.000000000,1
187.844027,74,3277,insert,-15470.940327,-1023.445765,-236.008056,0.707112706,-0.707100856,0.000000000,0.000000000,1
187.927360,74,3277,insert,-15470.940327,-1023.445765,-327.288056,0.707112706,-0.707100856,0.000000000,0.000000000,1
188.010694,74,3277,insert,-15470.940327,-1023.445765,-392.168056,0.707112706,-0.707100856,0.000000000,0.000000000,1
188.094027,74,3277,release,-15470.940327,-1023.445765,-406.648056,0.707112706,-0.707100856,0.000000000,0.000000000,0
188.194027,74,3277,retreat,-15470.940327,-1023.445765,-406.648056,0.707112706,-0.707100856,0.000000000,0.000000000,0
188.294027,74,3277,retreat,-15470.940327,-1023.445765,-389.272056,0.707112706,-0.707100856,0.000000000,0.000000000,0
188.394027,74,3277,retreat,-15470.940327,-1023.445765,-311.416056,0.707112706,-0.707100856,0.000000000,0.000000000,0
188.494027,74,3277,retreat,-15470.940327,-1023.445765,-201.880056,0.707112706,-0.707100856,0.000000000,0.000000000,0
188.594027,74,3277,retreat,-15470.940327,-1023.445765,-124.024056,0.707112706,-0.707100856,0.000000000,0.000000000,0
188.694027,74,3277,retreat,-15470.940327,-1023.445765,-106.648056,0.707112706,-0.707100856,0.000000000,0.000000000,0
188.694027,75,3357,preinsert,15470.971833,-1023.445914,793.099669,0.707519626,-0.706693695,0.000000000,0.000000000,1
188.792959,75,3357,preinsert,15470.971833,-1023.445914,790.992895,0.707519626,-0.706693695,0.000000000,0.000000000,1
188.891891,75,3357,preinsert,15470.971833,-1023.445914,777.854085,0.707519626,-0.706693695,0.000000000,0.000000000,1
188.990823,75,3357,preinsert,15470.971833,-1023.445914,746.781425,0.707519626,-0.706693695,0.000000000,0.000000000,1
189.089755,75,3357,preinsert,15470.971833,-1023.445914,694.785940,0.707519626,-0.706693695,0.000000000,0.000000000,1
189.188687,75,3357,preinsert,15470.971833,-1023.445914,622.139355,0.707519626,-0.706693695,0.000000000,0.000000000,1
189.287619,75,3357,preinsert,15470.971833,-1023.445914,531.721954,0.707519626,-0.706693695,0.000000000,0.000000000,1
189.386552,75,3357,preinsert,15470.971833,-1023.445914,428.370443,0.707519626,-0.706693695,0.000000000,0.000000000,1
189.485484,75,3357,preinsert,15470.971833,-1023.445914,318.225808,0.707519626,-0.706693695,0.000000000,0.000000000,1
189.584416,75,3357,preinsert,15470.971833,-1023.445914,208.081172,0.707519626,-0.706693695,0.000000000,0.000000000,1
189.683348,75,3357,preinsert,15470.971833,-1023.445914,104.729661,0.707519626,-0.706693695,0.000000000,0.000000000,1
189.782280,75,3357,preinsert,15470.971833,-1023.445914,14.312261,0.707519626,-0.706693695,0.000000000,0.000000000,1
189.881212,75,3357,preinsert,15470.971833,-1023.445914,-58.334325,0.707519626,-0.706693695,0.000000000,0.000000000,1
189.980144,75,3357,preinsert,15470.971833,-1023.445914,-110.329810,0.707519626,-0.706693695,0.000000000,0.000000000,1
190.079076,75,3357,preinsert,15470.971833,-1023.445914,-141.402470,0.707519626,-0.706693695,0.000000000,0.000000000,1
190.178008,75,3357,preinsert,15470.971833,-1023.445914,-154.541279,0.707519626,-0.706693695,0.000000000,0.000000000,1
190.276940,75,3357,insert,15470.971833,-1023.445914,-156.648054,0.707519626,-0.706693695,0.000000000,0.000000000,1
190.360273,75,3357,insert,15470.971833,-1023.445914,-171.128054,0.707519626,-0.706693695,0.000000000,0.000000000,1
190.443607,75,3357,insert,15470.971833,-1023.445914,-236.008054,0.707519626,-0.706693695,0.000000000,0.000000000,1
190.526940,75,3357,insert,15470.971833,-1023.445914,-327.288054,0.707519626,-0.706693695,0.000000000,0.000000000,1
190.610273,75,3357,insert,15470.971833,-1023.445914,-392.168054,0.707519626,-0.706693695,0.000000000,0.000000000,1
190.693607,75,3357,release,15470.971833,-1023.445914,-406.648054,0.707519626,-0.706693695,0.000000000,0.000000000,0
190.793607,75,3357,retreat,15470.971833,-1023.445914,-406.648054,0.707519626,-0.706693695,0.000000000,0.000000000,0
190.893607,75,3357,retreat,15470.971833,-1023.445914,-389.272054,0.707519626,-0.706693695,0.000000000,0.000000000,0
190.993607,75,3357,retreat,15470.971833,-1023.445914,-311.416054,0.707519626,-0.706693695,0.000000000,0.000000000,0
191.093607,75,3357,retreat,15470.971833,-1023.445914,-201.880054,0.707519626,-0.706693695,0.000000000,0.000000000,0
191.193607,75,3357,retreat,15470.971833,-1023.445914,-124.024054,0.707519626,-0.706693695,0.000000000,0.000000000,0
191.293607,75,3357,retreat,15470.971833,-1023.445914,-106.648054,0.707519626,-0.706693695,0.000000000,0.000000000,0
191.293607,76,3360,preinsert,15629.059673,-1023.445765,793.099666,0.707112706,-0.707100856,0.000000000,0.000000000,1
191.392539,76,3360,preinsert,15629.059673,-1023.445765,790.992892,0.707112706,-0.707100856,0.000000000,0.000000000,1
191.491471,76,3360,preinsert,15629.059673,-1023.445765,777.854082,0.707112706,-0.707100856,0.000000000,0.000000000,1
191.590403,76,3360,preinsert,15629.059673,-1023.445765,746.781422,0.707112706,-0.707100856,0.000000000,0.000000000,1
191.689335,76,3360,preinsert,15629.059673,-1023.445765,694.785937,0.707112706,-0.707100856,0.000000000,0.000000000,1
191.788267,76,3360,preinsert,15629.059673,-1023.445765,622.139352,0.707112706,-0.707100856,0.000000000,0.000000000,1
191.887199,76,3360,preinsert,15629.059673,-1023.445765,531.721951,0.707112706,-0.707100856,0.000000000,0.000000000,1
191.986131,76,3360,preinsert,15629.059673,-1023.445765,428.370441,0.707112706,-0.707100856,0.000000000,0.000000000,1
192.085063,76,3360,preinsert,15629.059673,-1023.445765,318.225805,0.707112706,-0.707100856,0.000000000,0.000000000,1
192.183995,76,3360,preinsert,15629.059673,-1023.445765,208.081169,0.707112706,-0.707100856,0.000000000,0.000000000,1
192.282927,76,3360,preinsert,15629.059673,-1023.445765,104.729659,0.707112706,-0.707100856,0.000000000,0.000000000,1
192.381859,76,3360,preinsert,15629.059673,-1023.445765,14.312258,0.707112706,-0.707100856,0.000000000,0.000000000,1
192.480791,76,3360,preinsert,15629.059673,-1023.445765,-58.334327,0.707112706,-0.707100856,0.000000000,0.000000000,1
192.579723,76,3360,preinsert,15629.059673,-1023.445765,-110.329812,0.707112706,-0.707100856,0.000000000,0.000000000,1
192.678655,76,3360,preinsert,15629.059673,-1023.445765,-141.402472,0.707112706,-0.707100856,0.000000000,0.000000000,1
192.777587,76,3360,preinsert,15629.059673,-1023.445765,-154.541282,0.707112706,-0.707100856,0.000000000,0.000000000,1
192.876520,76,3360,insert,15629.059673,-1023.445765,-156.648056,0.707112706,-0.707100856,0.000000000,0.000000000,1
192.959853,76,3360,insert,15629.059673,-1023.445765,-171.128056,0.707112706,-0.707100856,0.000000000,0.000000000,1
193.043186,76,3360,insert,15629.059673,-1023.445765,-236.008056,0.707112706,-0.707100856,0.000000000,0.000000000,1
193.126520,76,3360,insert,15629.059673,-1023.445765,-327.288056,0.707112706,-0.707100856,0.000000000,0.000000000,1
193.209853,76,3360,insert,15629.059673,-1023.445765,-392.168056,0.707112706,-0.707100856,0.000000000,0.000000000,1
193.293186,76,3360,release,15629.059673,-1023.445765,-406.648056,0.707112706,-0.707100856,0.000000000,0.000000000,0
193.393186,76,3360,retreat,15629.059673,-1023.445765,-406.648056,0.707112706,-0.707100856,0.000000000,0.000000000,0
193.493186,76,3360,retreat,15629.059673,-1023.445765,-389.272056,0.707112706,-0.707100856,0.000000000,0.000000000,0
193.593186,76,3360,retreat,15629.059673,-1023.445765,-311.416056,0.707112706,-0.707100856,0.000000000,0.000000000,0
193.693186,76,3360,retreat,15629.059673,-1023.445765,-201.880056,0.707112706,-0.707100856,0.000000000,0.000000000,0
193.793186,76,3360,retreat,15629.059673,-1023.445765,-124.024056,0.707112706,-0.707100856,0.000000000,0.000000000,0
193.893186,76,3360,retreat,15629.059673,-1023.445765,-106.648056,0.707112706,-0.707100856,0.000000000,0.000000000,0
193.893186,77,3320,preinsert,-15629.059673,1023.445765,793.099666,0.707100856,0.707112706,0.000000000,0.000000000,1
193.992118,77,3320,preinsert,-15629.059673,1023.445765,790.992892,0.707100856,0.707112706,0.000000000,0.000000000,1
194.091050,77,3320,preinsert,-15629.059673,1023.445765,777.854082,0.707100856,0.707112706,0.000000000,0.000000000,1
194.189982,77,3320,preinsert,-15629.059673,1023.445765,746.781422,0.707100856,0.707112706,0.000000000,0.000000000,1
194.288914,77,3320,preinsert,-15629.059673,1023.445765,694.785937,0.707100856,0.707112706,0.000000000,0.000000000,1
194.387846,77,3320,preinsert,-15629.059673,1023.445765,622.139352,0.707100856,0.707112706,0.000000000,0.000000000,1
194.486779,77,3320,preinsert,-15629.059673,1023.445765,531.721951,0.707100856,0.707112706,0.000000000,0.000000000,1
194.585711,77,3320,preinsert,-15629.059673,1023.445765,428.370441,0.707100856,0.707112706,0.000000000,0.000000000,1
194.684643,77,3320,preinsert,-15629.059673,1023.445765,318.225805,0.707100856,0.707112706,0.000000000,0.000000000,1
194.783575,77,3320,preinsert,-15629.059673,1023.445765,208.081169,0.707100856,0.707112706,0.000000000,0.000000000,1
194.882507,77,3320,preinsert,-15629.059673,1023.445765,104.729659,0.707100856,0.707112706,0.000000000,0.000000000,1
194.981439,77,3320,preinsert,-15629.059673,1023.445765,14.312258,0.707100856,0.707112706,0.000000000,0.000000000,1
195.080371,77,3320,preinsert,-15629.059673,1023.445765,-58.334327,0.707100856,0.707112706,0.000000000,0.000000000,1
195.179303,77,3320,preinsert,-15629.059673,1023.445765,-110.329812,0.707100856,0.707112706,0.000000000,0.000000000,1
195.278235,77,3320,preinsert,-15629.059673,1023.445765,-141.402472,0.707100856,0.707112706,0.000000000,0.000000000,1
195.377167,77,3320,preinsert,-15629.059673,1023.445765,-154.541282,0.707100856,0.707112706,0.000000000,0.000000000,1
195.476099,77,3320,insert,-15629.059673,1023.445765,-156.648056,0.707100856,0.707112706,0.000000000,0.000000000,1
195.559432,77,3320,insert,-15629.059673,1023.445765,-171.128056,0.707100856,0.707112706,0.000000000,0.000000000,1
195.642766,77,3320,insert,-15629.059673,1023.445765,-236.008056,0.707100856,0.707112706,0.000000000,0.000000000,1
195.726099,77,3320,insert,-15629.059673,1023.445765,-327.288056,0.707100856,0.707112706,0.000000000,0.000000000,1
195.809432,77,3320,insert,-15629.059673,1023.445765,-392.168056,0.707100856,0.707112706,0.000000000,0.000000000,1
195.892766,77,3320,release,-15629.059673,1023.445765,-406.648056,0.707100856,0.707112706,0.000000000,0.000000000,0
195.992766,77,3320,retreat,-15629.059673,1023.445765,-406.648056,0.707100856,0.707112706,0.000000000,0.000000000,0
196.092766,77,3320,retreat,-15629.059673,1023.445765,-389.272056,0.707100856,0.707112706,0.000000000,0.000000000,0
196.192766,77,3320,retreat,-15629.059673,1023.445765,-311.416056,0.707100856,0.707112706,0.000000000,0.000000000,0
196.292766,77,3320,retreat,-15629.059673,1023.445765,-201.880056,0.707100856,0.707112706,0.000000000,0.000000000,0
196.392766,77,3320,retreat,-15629.059673,1023.445765,-124.024056,0.707100856,0.707112706,0.000000000,0.000000000,0
196.492766,77,3320,retreat,-15629.059673,1023.445765,-106.648056,0.707100856,0.707112706,0.000000000,0.000000000,0
196.492766,78,3317,preinsert,-15470.971833,1023.445914,793.099669,0.706693695,0.707519626,0.000000000,0.000000000,1
196.591698,78,3317,preinsert,-15470.971833,1023.445914,790.992895,0.706693695,0.707519626,0.000000000,0.000000000,1
196.690630,78,3317,preinsert,-15470.971833,1023.445914,777.854085,0.706693695,0.707519626,0.000000000,0.000000000,1
196.789562,78,3317,preinsert,-15470.971833,1023.445914,746.781425,0.706693695,0.707519626,0.000000000,0.000000000,1
196.888494,78,3317,preinsert,-15470.971833,1023.445914,694.785940,0.706693695,0.707519626,0.000000000,0.000000000,1
196.987426,78,3317,preinsert,-15470.971833,1023.445914,622.139355,0.706693695,0.707519626,0.000000000,0.000000000,1
197.086358,78,3317,preinsert,-15470.971833,1023.445914,531.721954,0.706693695,0.707519626,0.000000000,0.000000000,1
197.185290,78,3317,preinsert,-15470.971833,1023.445914,428.370443,0.706693695,0.707519626,0.000000000,0.000000000,1
197.284222,78,3317,preinsert,-15470.971833,1023.445914,318.225808,0.706693695,0.707519626,0.000000000,0.000000000,1
197.383154,78,3317,preinsert,-15470.971833,1023.445914,208.081172,0.706693695,0.707519626,0.000000000,0.000000000,1
197.482086,78,3317,preinsert,-15470.971833,1023.445914,104.729661,0.706693695,0.707519626,0.000000000,0.000000000,1
197.581018,78,3317,preinsert,-15470.971833,1023.445914,14.312261,0.706693695,0.707519626,0.000000000,0.000000000,1
197.679950,78,3317,preinsert,-15470.971833,1023.445914,-58.334325,0.706693695,0.707519626,0.000000000,0.000000000,1
197.778882,78,3317,preinsert,-15470.971833,1023.445914,-110.329810,0.706693695,0.707519626,0.000000000,0.000000000,1
197.877815,78,3317,preinsert,-15470.971833,1023.445914,-141.402470,0.706693695,0.707519626,0.000000000,0.000000000,1
197.976747,78,3317,preinsert,-15470.971833,1023.445914,-154.541279,0.706693695,0.707519626,0.000000000,0.000000000,1
198.075679,78,3317,insert,-15470.971833,1023.445914,-156.648054,0.706693695,0.707519626,0.000000000,0.000000000,1
198.159012,78,3317,insert,-15470.971833,1023.445914,-171.128054,0.706693695,0.707519626,0.000000000,0.000000000,1
198.242345,78,3317,insert,-15470.971833,1023.445914,-236.008054,0.706693695,0.707519626,0.000000000,0.000000000,1
198.325679,78,3317,insert,-15470.971833,1023.445914,-327.288054,0.706693695,0.707519626,0.000000000,0.000000000,1
198.409012,78,3317,insert,-15470.971833,1023.445914,-392.168054,0.706693695,0.707519626,0.000000000,0.000000000,1
198.492345,78,3317,release,-15470.971833,1023.445914,-406.648054,0.706693695,0.707519626,0.000000000,0.000000000,0
198.592345,78,3317,retreat,-15470.971833,1023.445914,-406.648054,0.706693695,0.707519626,0.000000000,0.000000000,0
198.692345,78,3317,retreat,-15470.971833,1023.445914,-389.272054,0.706693695,0.707519626,0.000000000,0.000000000,0
198.792345,78,3317,retreat,-15470.971833,1023.445914,-311.416054,0.706693695,0.707519626,0.000000000,0.000000000,0
198.892345,78,3317,retreat,-15470.971833,1023.445914,-201.880054,0.706693695,0.707519626,0.000000000,0.000000000,0
198.992345,78,3317,retreat,-15470.971833,1023.445914,-124.024054,0.706693695,0.707519626,0.000000000,0.000000000,0
199.092345,78,3317,retreat,-15470.971833,1023.445914,-106.648054,0.706693695,0.707519626,0.000000000,0.000000000,0
199.092345,79,3397,preinsert,15470.940327,1023.445765,793.099666,0.707100856,0.707112706,0.000000000,0.000000000,1
199.191277,79,3397,preinsert,15470.940327,1023.445765,790.992892,0.707100856,0.707112706,0.000000000,0.000000000,1
199.290209,79,3397,preinsert,15470.940327,1023.445765,777.854082,0.707100856,0.707112706,0.000000000,0.000000000,1
199.389141,79,3397,preinsert,15470.940327,1023.445765,746.781422,0.707100856,0.707112706,0.000000000,0.000000000,1
199.488073,79,3397,preinsert,15470.940327,1023.445765,694.785937,0.707100856,0.707112706,0.000000000,0.000000000,1
199.587006,79,3397,preinsert,15470.940327,1023.445765,622.139352,0.707100856,0.707112706,0.000000000,0.000000000,1
199.685938,79,3397,preinsert,15470.940327,1023.445765,531.721951,0.707100856,0.707112706,0.000000000,0.000000000,1
199.784870,79,3397,preinsert,15470.940327,1023.445765,428.370441,0.707100856,0.707112706,0.000000000,0.000000000,1
199.883802,79,3397,preinsert,15470.940327,1023.445765,318.225805,0.707100856,0.707112706,0.000000000,0.000000000,1
199.982734,79,3397,preinsert,15470.940327,1023.445765,208.081169,0.707100856,0.707112706,0.000000000,0.000000000,1
200.081666,79,3397,preinsert,15470.940327,1023.445765,104.729659,0.707100856,0.707112706,0.000000000,0.000000000,1
200.180598,79,3397,preinsert,15470.940327,1023.445765,14.312258,0.707100856,0.707112706,0.000000000,0.000000000,1
200.279530,79,3397,preinsert,15470.940327,1023.445765,-58.334327,0.707100856,0.707112706,0.000000000,0.000000000,1
200.378462,79,3397,preinsert,15470.940327,1023.445765,-110.329812,0.707100856,0.707112706,0.000000000,0.000000000,1
200.477394,79,3397,preinsert,15470.940327,1023.445765,-141.402472,0.707100856,0.707112706,0.000000000,0.000000000,1
200.576326,79,3397,preinsert,15470.940327,1023.445765,-154.541282,0.707100856,0.707112706,0.000000000,0.000000000,1
200.675258,79,3397,insert,15470.940327,1023.445765,-156.648056,0.707100856,0.707112706,0.000000000,0.000000000,1
200.758591,79,3397,insert,15470.940327,1023.445765,-171.128056,0.707100856,0.707112706,0.000000000,0.000000000,1
200.841925,79,3397,insert,15470.940327,1023.445765,-236.008056,0.707100856,0.707112706,0.000000000,0.000000000,1
200.925258,79,3397,insert,15470.940327,1023.445765,-327.288056,0.707100856,0.707112706,0.000000000,0.000000000,1
201.008591,79,3397,insert,15470.940327,1023.445765,-392.168056,0.707100856,0.707112706,0.000000000,0.000000000,1
201.091925,79,3397,release,15470.940327,1023.445765,-406.648056,0.707100856,0.707112706,0.000000000,0.000000000,0
201.191925,79,3397,retreat,15470.940327,1023.445765,-406.648056,0.707100856,0.707112706,0.000000000,0.000000000,0
201.291925,79,3397,retreat,15470.940327,1023.445765,-389.272056,0.707100856,0.707112706,0.000000000,0.000000000,0
201.391925,79,3397,retreat,15470.940327,1023.445765,-311.416056,0.707100856,0.707112706,0.000000000,0.000000000,0
201.491925,79,3397,retreat,15470.940327,1023.445765,-201.880056,0.707100856,0.707112706,0.000000000,0.000000000,0
201.591925,79,3397,retreat,15470.940327,1023.445765,-124.024056,0.707100856,0.707112706,0.000000000,0.000000000,0
201.691925,79,3397,retreat,15470.940327,1023.445765,-106.648056,0.707100856,0.707112706,0.000000000,0.000000000,0
201.691925,80,3400,preinsert,15629.028167,1023.445914,793.099669,0.706693695,0.707519626,0.000000000,0.000000000,1
201.790857,80,3400,preinsert,15629.028167,1023.445914,790.992895,0.706693695,0.707519626,0.000000000,0.000000000,1
201.889789,80,3400,preinsert,15629.028167,1023.445914,777.854085,0.706693695,0.707519626,0.000000000,0.000000000,1
201.988721,80,3400,preinsert,15629.028167,1023.445914,746.781425,0.706693695,0.707519626,0.000000000,0.000000000,1
202.087653,80,3400,preinsert,15629.028167,1023.445914,694.785940,0.706693695,0.707519626,0.000000000,0.000000000,1
202.186585,80,3400,preinsert,15629.028167,1023.445914,622.139355,0.706693695,0.707519626,0.000000000,0.000000000,1
202.285517,80,3400,preinsert,15629.028167,1023.445914,531.721954,0.706693695,0.707519626,0.000000000,0.000000000,1
202.384449,80,3400,preinsert,15629.028167,1023.445914,428.370443,0.706693695,0.707519626,0.000000000,0.000000000,1
202.483381,80,3400,preinsert,15629.028167,1023.445914,318.225808,0.706693695,0.707519626,0.000000000,0.000000000,1
202.582313,80,3400,preinsert,15629.028167,1023.445914,208.081172,0.706693695,0.707519626,0.000000000,0.000000000,1
202.681245,80,3400,preinsert,15629.028167,1023.445914,104.729661,0.706693695,0.707519626,0.000000000,0.000000000,1
202.780177,80,3400,preinsert,15629.028167,1023.445914,14.312261,0.706693695,0.707519626,0.000000000,0.000000000,1
202.879109,80,3400,preinsert,15629.028167,1023.445914,-58.334325,0.706693695,0.707519626,0.000000000,0.000000000,1
202.978042,80,3400,preinsert,15629.028167,1023.445914,-110.329810,0.706693695,0.707519626,0.000000000,0.000000000,1
203.076974,80,3400,preinsert,15629.028167,1023.445914,-141.402470,0.706693695,0.707519626,0.000000000,0.000000000,1
203.175906,80,3400,preinsert,15629.028167,1023.445914,-154.541279,0.706693695,0.707519626,0.000000000,0.000000000,1
203.274838,80,3400,insert,15629.028167,1023.445914,-156.648054,0.706693695,0.707519626,0.000000000,0.000000000,1
203.358171,80,3400,insert,15629.028167,1023.445914,-171.128054,0.706693695,0.707519626,0.000000000,0.000000000,1
203.441504,80,3400,insert,15629.028167,1023.445914,-236.008054,0.706693695,0.707519626,0.000000000,0.000000000,1
203.524838,80,3400,insert,15629.028167,1023.445914,-327.288054,0.706693695,0.707519626,0.000000000,0.000000000,1
203.608171,80,3400,insert,15629.028167,1023.445914,-392.168054,0.706693695,0.707519626,0.000000000,0.000000000,1
203.691504,80,3400,release,15629.028167,1023.445914,-406.648054,0.706693695,0.707519626,0.000000000,0.000000000,0
203.791504,80,3400,retreat,15629.028167,1023.445914,-406.648054,0.706693695,0.707519626,0.000000000,0.000000000,0
203.891504,80,3400,retreat,15629.028167,1023.445914,-389.272054,0.706693695,0.707519626,0.000000000,0.000000000,0
203.991504,80,3400,retreat,15629.028167,1023.445914,-311.416054,0.706693695,0.707519626,0.000000000,0.000000000,0
204.091504,80,3400,retreat,15629.028167,1023.445914,-201.880054,0.706693695,0.707519626,0.000000000,0.000000000,0
204.191504,80,3400,retreat,15629.028167,1023.445914,-124.024054,0.706693695,0.707519626,0.000000000,0.000000000,0
204.291504,80,3400,retreat,15629.028167,1023.445914,-106.648054,0.706693695,0.707519626,0.000000000,0.000000000,0
204.291504,81,3262,preinsert,-14779.028167,-1023.445914,793.099669,0.707519626,-0.706693695,0.000000000,0.000000000,1
204.390436,81,3262,preinsert,-14779.028167,-1023.445914,790.992895,0.707519626,-0.706693695,0.000000000,0.000000000,1
204.489368,81,3262,preinsert,-14779.028167,-1023.445914,777.854085,0.707519626,-0.706693695,0.000000000,0.000000000,1
204.588301,81,3262,preinsert,-14779.028167,-1023.445914,746.781425,0.707519626,-0.706693695,0.000000000,0.000000000,1
204.687233,81,3262,preinsert,-14779.028167,-1023.445914,694.785940,0.707519626,-0.706693695,0.000000000,0.000000000,1
204.786165,81,3262,preinsert,-14779.028167,-1023.445914,622.139355,0.707519626,-0.706693695,0.000000000,0.000000000,1
204.885097,81,3262,preinsert,-14779.028167,-1023.445914,531.721954,0.707519626,-0.706693695,0.000000000,0.000000000,1
204.984029,81,3262,preinsert,-14779.028167,-1023.445914,428.370443,0.707519626,-0.706693695,0.000000000,0.000000000,1
205.082961,81,3262,preinsert,-14779.028167,-1023.445914,318.225808,0.707519626,-0.706693695,0.000000000,0.000000000,1
205.181893,81,3262,preinsert,-14779.028167,-1023.445914,208.081172,0.707519626,-0.706693695,0.000000000,0.000000000,1
205.280825,81,3262,preinsert,-14779.028167,-1023.445914,104.729661,0.707519626,-0.706693695,0.000000000,0.000000000,1
205.379757,81,3262,preinsert,-14779.028167,-1023.445914,14.312261,0.707519626,-0.706693695,0.000000000,0.000000000,1
205.478689,81,3262,preinsert,-14779.028167,-1023.445914,-58.334325,0.707519626,-0.706693695,0.000000000,0.000000000,1
205.577621,81,3262,preinsert,-14779.028167,-1023.445914,-110.329810,0.707519626,-0.706693695,0.000000000,0.000000000,1
205.676553,81,3262,preinsert,-14779.028167,-1023.445914,-141.402470,0.707519626,-0.706693695,0.000000000,0.000000000,1
205.775485,81,3262,preinsert,-14779.028167,-1023.445914,-154.541279,0.707519626,-0.706693695,0.000000000,0.000000000,1
205.874417,81,3262,insert,-14779.028167,-1023.445914,-156.648054,0.707519626,-0.706693695,0.000000000,0.000000000,1
205.957751,81,3262,insert,-14779.028167,-1023.445914,-171.128054,0.707519626,-0.706693695,0.000000000,0.000000000,1
